"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50"
"Bin.8.38",-0.033095,0.047768,-0.088471,-0.10979,-0.024148,-0.0247,0.012055,0.10904,0.010074,0.048025,-0.01972,0.023085,0.041473,-0.015434,-0.026581,-0.099061,0.02145,-0.024889,-0.020409,0.072127,0.048033,-0.023913,0.056377,0.043801,0.044716,-0.097059,0.015116,-0.023682,-0.065344,-0.027588,-0.042826,0.0021762,-0.0053137,0.068824,0.036657,-0.070199,-0.03306,0.0023757,-0.064486,0.006918,0.059369,0.04456,0.0070178,0.0088312,0.12045,0.076637,-0.08883,-0.084271,-0.046037,0.0057697
"Bin.8.34",-0.033825,0.016957,-0.039053,-0.06464,0.004478,-0.043159,0.017195,-0.0026057,0.068265,0.06112,-0.023823,0.021093,0.085864,0.061629,0.023872,-0.069344,-0.039909,-0.015978,0.040814,-0.020528,0.026046,-0.0057054,0.082656,0.074281,-0.046293,-0.053281,0.014832,-0.10112,-0.018856,0.027776,0.060526,-0.0052695,-0.069193,0.03442,-0.12951,-0.043751,-0.019515,-0.15254,-0.058643,-0.015126,-0.045822,0.094381,0.018992,0.0094448,-0.047667,0.071466,-0.0096831,-0.062646,0.035508,-0.076344
"Bin.8.30",-0.038465,0.040033,-0.058018,-0.09572,0.015999,-0.051371,-0.026144,-0.011426,0.048377,0.036924,-0.0074946,0.010823,0.082112,0.089483,-0.025187,0.030269,0.019014,-0.00059161,-0.052841,-0.007847,0.0065666,0.029628,0.042148,0.065616,-0.040692,-0.069567,-0.05761,0.012117,0.02409,0.081741,-0.096299,0.055051,-0.072308,-0.055985,0.11284,0.012262,0.033388,0.060722,-0.086845,0.035152,0.068946,0.065516,0.083629,0.033318,0.022723,-0.08786,0.028953,-0.13743,0.095251,0.1458
"Bin.8.26",-0.033944,0.05074,-0.068635,-0.10003,-0.0099778,-0.043856,-0.023576,0.056484,0.03188,-0.015239,-0.01256,0.017254,0.013436,0.058308,-0.026962,-0.021943,0.025082,-0.017026,-0.051257,-0.026807,0.020744,-0.020907,0.077035,0.012601,0.0032621,-0.024018,-0.047246,-0.070834,-0.047395,-0.014877,-0.096299,-0.014693,0.0099773,-0.10104,0.093174,-0.070746,-0.06957,0.077232,0.025181,-0.13069,0.083439,-0.079574,-0.029449,0.019672,-0.037838,-0.066348,-0.099283,0.037267,0.019598,-0.06772
"Bin.8.22",-0.017345,0.031997,-0.045578,-0.068709,-0.026597,-0.076863,0.055318,0.066393,0.046492,-0.010265,0.048164,0.072007,0.067841,0.061217,0.0098311,-0.042762,-0.0060554,0.034462,-0.053322,-0.029399,0.020828,0.018433,0.055946,0.056092,0.01575,-0.039272,0.032664,-0.034066,-0.034762,0.019874,0.036175,-0.033433,-0.023532,0.027151,-0.075552,-0.025607,-0.061089,-0.02969,0.047128,0.064743,-0.11772,0.01297,0.014679,-0.0048134,-0.024006,0.15421,0.24358,0.01388,0.10775,-0.0097463
"Bin.8.18",-0.021447,0.0069743,-0.011131,-0.033507,0.011506,-0.064632,0.050377,0.091441,-0.015858,-0.014866,0.066567,0.0020609,0.12953,0.1133,0.03232,-0.0025409,0.043328,0.14563,-0.0026794,0.10903,0.016172,0.078989,0.20639,0.11733,0.015058,-0.07188,0.11662,0.032594,-0.023757,0.080023,-0.03169,0.014434,-0.071167,0.0098978,-0.066557,-0.064675,-0.017503,0.016644,-0.059962,0.17591,-0.11514,0.031503,-0.035868,-0.23536,0.061569,0.084062,-0.046215,0.1083,0.004828,0.022943
"Bin.8.14",-0.035863,0.041562,-0.064464,-0.10656,0.0081653,-0.0291,-0.0067664,0.028467,0.0169,0.047629,-0.056731,0.011628,0.042102,0.065051,-0.0090633,-0.017186,0.0076941,0.023642,-0.058078,0.066442,0.1056,0.0073772,0.096439,-0.057807,-0.027879,-0.11687,-0.058514,0.028766,0.052327,0.038162,-0.12429,0.017101,-0.0020623,0.018468,0.0073455,0.09852,-0.041677,0.16168,0.074983,-0.12113,-0.044438,0.030444,-0.048323,0.074081,0.047424,0.038422,0.11706,0.084402,0.030497,-0.046547
"Bin.8.10",-0.031546,0.011511,-0.0054429,-0.047068,0.022656,-0.03768,-0.055712,0.054768,0.1077,0.12398,-0.037993,0.056952,-0.09532,-0.01871,-0.076997,0.0045939,0.11497,0.025239,-0.063504,0.0088272,0.034325,-0.04442,0.0058326,0.0082688,0.0069985,-0.019334,0.02038,0.073826,0.0058076,-0.0098451,-0.030605,-0.035772,-0.0079979,0.069133,0.074769,-0.023258,0.0062141,0.0070476,-0.060836,-0.10076,-0.0092498,0.043802,-0.01004,0.10886,0.0048865,-0.014273,0.0055095,-0.10287,-0.082239,0.0066007
"Bin.8.06",-0.038479,0.013692,-0.026041,-0.029626,0.030693,-0.034636,0.0050306,0.064395,0.076002,0.094679,0.0019303,0.028181,-0.071357,-0.0057599,-0.019063,-0.014569,0.075174,0.047094,-0.0013743,0.028141,0.034437,-0.085865,0.027006,0.01499,0.051475,-0.10109,-0.06111,0.062504,-0.099923,0.0614,-0.049445,-0.045905,-0.034721,0.12209,-0.049104,-0.011991,-0.050086,0.10439,-0.056947,-0.099211,0.19167,0.12099,-0.04432,0.12133,0.043579,0.053225,-0.1677,0.059834,0.0024203,0.075168
"Bin.8.02",-0.03145,-0.0085876,-0.025085,-0.033913,0.018592,-0.043239,0.030879,0.090649,0.0086465,0.019479,0.037303,0.061295,0.0126,0.094181,-0.0031562,-0.01051,0.00029971,0.11396,-0.015282,0.11013,0.090172,-0.044387,0.18174,0.034662,-0.058682,-0.13069,-0.030962,-0.049049,-0.075285,-0.081477,-0.0085074,0.041336,0.065095,-0.030457,-0.070688,-0.10677,0.021759,-0.14254,-0.080492,-0.01925,-0.08125,-0.0096177,0.11953,-0.054932,-0.08289,0.13314,-0.044519,0.032312,0.15111,-0.0068884
"Bin.7.98",-0.014311,-0.013149,0.0059054,-0.021592,0.077348,-0.031017,-0.016428,-0.034076,-0.051448,0.036803,-0.038051,0.020827,0.046896,0.098725,0.00019664,0.086223,0.021792,-0.024031,-0.069312,0.05626,-0.00022367,-0.031514,-0.10232,0.033394,0.022132,-0.023953,-0.06208,-0.084853,0.14507,0.055906,-0.029772,0.15136,0.030037,0.0077264,-0.094087,-0.022005,0.091843,0.036859,-0.09307,-0.064849,-0.079298,0.054706,0.19982,0.12149,0.070673,0.012651,0.07715,-0.021369,-0.077886,-0.065022
"Bin.7.94",-0.021176,0.0109,0.052196,-0.041539,0.015489,-0.035309,-0.027569,-0.017286,0.057698,0.028971,0.010035,0.035804,-0.032219,-0.03538,-0.10266,-0.079818,0.070681,-0.12032,-0.043813,0.0364,-0.042892,0.013872,0.055245,-0.0077873,0.11419,-0.17705,0.069757,-0.035244,0.00032228,-0.013417,0.096706,0.051607,0.18417,-0.011281,-0.10655,-0.063512,0.16795,0.059687,0.034563,0.030958,0.00062859,0.059008,0.035019,0.064971,0.11887,-0.028793,-0.13613,0.045067,0.13204,-0.061743
"Bin.7.90",-0.0081479,0.020432,-0.029258,-0.0010709,0.035068,0.023941,-0.010742,-0.13873,0.046736,0.021713,-0.036265,0.068961,-0.022173,0.11306,0.024308,0.047889,-0.10298,-0.064019,0.01025,-0.030063,-0.029201,0.086634,0.022835,-0.013034,-0.025662,-0.026753,0.14341,-0.063026,-0.024313,-0.0090127,0.035576,0.034354,0.028762,-0.11109,-0.073689,0.17035,0.026584,0.1062,0.071435,0.10428,-0.064187,0.11818,-0.044055,-0.10261,-0.080972,0.15543,0.038609,0.045137,-0.011796,0.10606
"Bin.7.86",-0.0035062,-0.056573,0.10525,0.042081,0.040731,0.049263,-0.091627,0.014777,-0.022729,-0.018984,0.14081,0.028512,-0.052466,0.0021522,-0.025379,-0.032976,0.0011128,0.084328,0.0058692,-0.058057,0.023797,0.017152,-0.01685,-0.046714,0.033323,-0.068443,0.048229,0.033533,0.036391,0.042824,-0.019063,-0.013412,0.018213,-0.044883,-0.06294,-0.10068,-1.9265e-05,0.0051295,0.11747,0.020999,0.03578,-0.045832,0.03173,0.020144,-0.037213,0.0106,-0.0040982,-0.12125,-0.0051192,0.047889
"Bin.7.82",-0.006059,-0.062395,0.11102,0.059591,0.045324,0.048911,-0.098593,0.01451,-0.034609,-0.016411,0.15596,0.0098864,-0.051799,0.0047921,-0.035738,-0.0033904,-0.0016476,0.096648,0.0049989,-0.04215,-0.025898,0.030171,-0.016476,-0.040199,0.056407,-0.082569,0.052008,0.027991,0.028527,0.034126,-0.053521,-0.01736,0.011392,-0.060763,-0.0085718,-0.054176,-0.0095241,-0.045464,0.046064,0.044303,0.035303,-0.021826,-0.0054431,0.0034825,0.039397,0.018339,0.034454,-0.019103,-0.043151,0.02165
"Bin.7.78",-0.034382,0.010581,-0.009404,-0.046094,0.00075007,-0.014935,-0.018933,0.044739,0.0093085,0.080746,-0.10664,-0.10204,0.010792,0.037565,0.0012542,0.012982,-0.017803,-0.0021854,-0.082939,-0.054601,-0.052257,0.049574,0.017778,0.08287,-0.060054,-0.024795,-0.051905,-0.036994,-0.085415,0.096076,-0.036576,0.031015,0.045308,0.007631,-0.217,0.11357,-0.069983,-0.077376,0.11034,0.053708,-0.041858,-0.037183,-0.033461,0.042328,0.026781,-0.087045,0.0088642,-0.020668,-0.096252,0.01968
"Bin.7.74",-0.025742,0.010306,0.00021417,-0.030745,-0.00067276,0.00129,0.008792,0.030781,0.056728,0.098911,-0.046347,-0.033271,-0.031142,-0.028981,-0.029263,-0.10587,-0.042495,-0.036256,0.040795,-0.018341,-0.032202,0.021755,0.0061557,0.038729,-0.051822,-0.10393,0.051604,-0.03972,-0.10864,0.011344,0.066987,-0.045088,0.06087,0.098128,-0.18532,-0.07018,-0.020718,-0.15106,-0.0049311,-0.02725,-0.013106,0.091786,0.058629,-0.044842,0.19813,0.017053,-0.1301,0.079169,-0.067766,0.097871
"Bin.7.70",-0.02515,-0.016925,0.0050884,-0.033937,0.023207,-0.030599,-0.0019585,-0.062161,0.047666,0.062517,-0.019102,0.031619,0.035197,0.10205,0.030993,0.020917,-0.026573,-0.061212,0.019617,-0.027721,-0.039537,0.00074792,-0.04145,0.085884,0.0086504,-0.073913,-0.0034812,-0.030668,0.079496,-0.072904,-0.023809,0.093856,0.037319,0.11806,-0.05454,-0.015773,0.04451,-0.060168,0.059063,0.018366,-0.11496,0.081033,-0.050176,-0.13874,-0.027259,-0.15956,0.047636,0.011532,0.18836,-0.006049
"Bin.7.66",-0.0033796,-0.052884,0.095572,0.039781,0.046316,0.044842,-0.085378,0.0082633,-0.029252,-0.012492,0.10651,0.019967,-0.049314,0.026397,-0.027063,-0.037933,-0.010724,0.057006,-0.011392,-0.046494,0.011738,-0.0044269,-0.00092048,-0.0063602,0.026773,-0.050866,0.07837,0.024967,0.034099,0.059507,0.028098,-0.067915,-0.0081021,0.010266,-0.12403,-0.06723,0.039987,-0.0095066,0.1495,0.015022,-0.02094,-0.039353,0.06156,-0.028739,0.10198,0.074843,-0.022751,-0.082145,-0.060492,-0.076916
"Bin.7.62",-0.021249,-0.041153,0.099658,0.039047,0.044256,0.04249,-0.11113,0.0066137,-0.020129,-0.019616,0.14389,0.015614,-0.034404,0.023675,-0.025657,0.0091009,0.021084,0.095525,0.0090902,-0.042585,-0.02744,0.041328,-0.028461,-0.048771,0.043995,-0.085208,0.018831,-0.0062559,0.019158,0.019347,-0.053114,-0.013765,-0.00039393,-0.12194,0.026085,-0.0017293,0.00071604,-0.071951,0.023784,0.062609,0.016561,-0.033922,-0.0081629,-0.012169,0.043681,-0.0069602,0.040975,0.056079,0.053915,0.028646
"Bin.7.58",-0.023614,-0.047801,0.1146,0.03851,0.05225,0.046472,-0.096581,0.015492,-0.033293,-0.023244,0.12537,0.022274,-0.038228,0.0011546,-0.025899,-0.031317,0.00076181,0.069825,0.0066592,-0.033582,0.0072478,0.0030031,-0.03019,-0.021868,0.035564,-0.088466,0.032166,0.030428,0.02844,0.079151,-0.022348,-0.040834,0.0274,-0.067913,-0.035024,-0.10072,-0.013869,-0.029981,0.072293,0.026757,0.0080584,-0.013349,0.015337,0.07149,0.042549,0.052787,0.0029343,0.011986,-0.09492,-0.066134
"Bin.7.54",-0.010676,-0.05356,0.11471,0.054244,0.054264,0.04699,-0.093395,0.017114,-0.030168,-0.019563,0.14527,0.021632,-0.051736,0.012656,-0.02662,-0.012392,0.0013138,0.068318,0.013939,-0.032924,0.0019175,0.028131,-0.034794,-0.046986,0.043621,-0.08753,0.048143,0.0014809,0.0045644,0.0047706,-0.060499,-0.013465,-0.023511,-0.089537,0.0060462,-0.05639,-0.06042,-0.080699,0.017719,0.068068,0.023906,-0.0020357,0.017003,0.024423,0.053708,0.037084,0.049087,0.027407,-0.032914,0.036933
"Bin.7.50",-0.043843,-0.011039,0.023382,0.010064,0.040838,-0.028603,-0.05194,-0.022925,-0.015791,0.072325,-0.035224,-0.052653,-0.018691,0.12039,0.050913,-0.043615,0.056728,-0.010356,0.035139,0.059675,-0.063589,0.070095,-0.024291,0.12904,-0.030364,0.0092963,0.015594,-0.056802,0.036639,-0.023887,-0.044127,0.071596,0.052275,-0.0052601,-0.024074,0.064498,-0.093234,0.0026451,-0.080147,-0.07189,-0.016485,-0.079939,-0.0013143,0.082726,0.060375,0.065393,-0.060956,0.21008,-0.086657,0.12201
"Bin.7.46",-0.032844,0.014449,-0.01171,-0.033697,0.020603,-0.0047447,-0.068246,-0.052217,-0.069421,0.060989,-0.037906,-0.037896,-0.025116,0.094311,-0.0016633,-0.03185,0.02219,-0.0097561,0.044581,0.12848,0.003062,-0.019396,-0.085132,0.054997,-0.042126,0.059296,-0.08702,-0.05405,0.0078236,0.026634,0.015974,-0.069851,-0.03668,0.059552,0.0093737,-0.016044,-0.13238,-0.033278,0.028186,0.0093082,-0.035441,-0.059752,0.10414,0.096174,-0.0087148,0.091698,-0.079083,0.067119,-0.018659,-0.0051896
"Bin.7.42",-0.008272,0.0044568,0.0056691,-0.014938,0.049789,-0.015223,-0.046666,-0.071461,-0.13323,0.033732,-0.030371,-0.0029373,-0.043415,0.093063,-0.10161,0.035836,0.024874,-0.02812,0.006819,0.12596,-0.036248,0.0077399,-0.076954,-0.047343,0.012641,0.01061,-0.032624,-0.023145,-0.0089876,0.038472,0.026323,0.056809,-0.029438,0.058032,0.069231,-0.16113,-0.061222,-0.015508,-0.027687,0.083448,-0.11702,0.052654,0.025376,0.072648,-0.054696,-0.033919,0.00063979,0.13989,-0.0039578,-0.048462
"Bin.7.38",-0.010359,0.0051237,0.014536,-0.026084,0.043099,-0.016785,-0.054808,-0.064203,-0.11033,0.044197,-0.032385,-0.011845,-0.05646,0.10786,-0.077367,-0.0086485,0.010607,-0.043689,0.027265,0.1309,-0.0087454,0.012328,-0.08964,-0.01336,0.00088637,0.043547,-0.041333,-0.026068,0.0066967,-0.002573,0.0028168,-0.044741,-0.053716,0.043647,0.023131,-0.13509,-0.069038,-0.012737,-0.022215,0.095156,-0.10247,0.079261,0.056499,0.029349,-0.013931,0.082545,-0.0014536,0.099653,0.038994,0.00019456
"Bin.7.34",-0.010009,4.5898e-05,0.0066758,-0.011085,0.026714,-0.011828,-0.049947,-0.074891,-0.10676,0.03326,-0.029433,-0.045743,-0.034001,0.06044,-0.061911,-0.0012134,0.0067652,-0.00067188,0.043748,0.1524,-0.060619,0.05163,-0.07066,-0.018502,0.033745,0.032723,-0.10168,-0.032083,-0.0044051,-0.00037874,-0.047337,-0.066653,0.011217,0.064209,0.022656,-0.010988,-0.093725,0.0086912,0.00075148,0.10207,-0.08127,0.021062,0.018339,0.11983,0.046892,0.039623,0.044671,0.061031,-0.00018459,0.022654
"Bin.7.30",-0.020926,-0.031699,0.043641,0.016867,0.033952,0.0019895,-0.029514,0.014502,-0.034791,0.063293,-0.016057,-0.032501,-0.10268,0.04767,-0.042517,-0.042625,-0.021713,0.021347,0.050491,0.022675,-0.063755,0.072682,-0.033733,-0.010311,-0.063004,0.00096562,-0.033277,0.028871,-0.052281,0.0839,0.0082168,-0.11163,0.12403,0.062987,-0.1124,0.030372,-0.0029798,0.037171,-0.057112,-0.16413,0.042088,0.015491,0.063751,-0.076462,-0.0086583,0.10835,0.041759,0.092823,0.024974,0.032126
"Bin.7.26",-0.021693,-0.026102,0.0068256,-0.011195,0.054768,0.0015221,-0.07697,-0.05408,-0.067264,0.061019,0.0065106,-0.06096,-0.015567,0.10293,-0.092607,0.052798,0.013297,-0.015711,0.034964,0.074741,-0.028451,-0.0070573,-0.0079048,-0.086383,0.041142,0.036052,0.0084018,-0.045862,-0.015381,0.016951,0.084902,-0.050026,0.09068,-0.031316,-0.005974,0.098904,0.013302,0.066368,0.0019891,-0.18474,0.060774,-0.027312,-0.072228,-0.080313,0.051726,0.11228,0.060326,-0.14493,-0.1597,-0.027709
"Bin.7.22",-0.013639,-0.038904,0.020175,0.01393,0.066378,0.011739,-0.044853,-0.027237,-0.072817,0.063929,0.01318,-0.02425,-0.028642,0.13384,-0.099135,0.014329,0.025511,-0.0091135,0.034729,0.080441,0.0018808,-0.03323,-0.041961,-0.035731,0.031941,0.041328,0.039477,-0.034541,0.02874,0.017743,0.08449,0.0092979,0.048802,0.015806,-0.065165,-0.043409,-0.015431,0.091781,-0.041214,-0.13586,0.04013,-0.053091,-0.053354,-0.12251,0.027938,0.15258,-0.094424,-0.14145,-0.11606,0.030226
"Bin.7.18",-0.018909,-0.0094494,0.0036846,-0.0070864,0.043292,-0.063987,-0.013036,0.028987,-0.074874,0.056134,0.058623,-0.011548,0.0283,0.10517,-0.018924,0.017859,0.029664,0.099591,0.0045456,0.11251,0.0033602,-0.023408,0.024434,0.12983,0.031494,0.019663,0.013515,-0.041883,-0.02914,0.018661,-0.050821,-0.067466,-0.012841,-0.02262,-0.042823,0.013747,-0.0086152,-0.038879,-0.03247,0.1636,-0.21871,0.0075566,-0.14429,-0.12957,0.083462,-0.12247,-0.18484,-0.1529,0.018436,-0.045815
"Bin.7.14",-0.028845,0.0018167,0.027169,-0.010107,0.022983,-0.058647,-0.029331,0.11803,0.0053707,0.047684,0.00044001,-0.050796,-0.0015688,0.0039682,0.0080575,-0.085583,0.08289,0.073329,-0.058271,0.14356,-0.033405,0.016196,-0.10678,0.11886,0.00096205,0.08737,-0.12452,-0.044911,0.1224,0.025858,-0.25632,-0.19714,0.11572,-0.04226,-0.079242,0.057715,0.038341,0.03881,-0.031416,0.090712,-0.069601,-0.061233,0.067576,0.084532,0.10925,0.015157,-0.068101,0.034014,-0.016714,-0.0035133
"Bin.7.10",-0.017189,0.014847,0.01858,0.007545,-0.00074534,-0.044233,0.0040479,-0.075156,0.1242,0.047724,0.003532,0.10378,-0.10574,0.019428,0.028603,-0.0061494,-0.086975,-0.10156,0.13272,-0.1143,-0.079116,0.15643,-0.0051179,-0.01802,0.058957,-0.12946,0.050312,-0.10668,0.10114,-0.052085,0.063168,-0.07278,0.014213,-0.13775,-0.037059,0.014392,0.12452,-0.035448,-0.11942,-0.10679,-0.16919,0.043257,-0.030041,0.01414,-0.10502,0.0402,-0.0057089,0.087551,0.068751,0.004928
"Bin.7.06",-0.013464,0.02433,-0.0093427,-0.039014,0.035213,0.030886,-0.085529,-0.059612,-0.047911,0.076341,-0.027902,0.023432,-0.024814,0.1071,-0.0094207,0.02587,-0.02094,-0.026956,-0.044867,-0.017269,-0.052419,0.028761,0.064118,0.084625,0.083063,-0.0022897,-0.059115,-0.040039,0.14244,0.18644,-0.080246,0.043658,0.053599,0.086159,-0.075385,-0.074454,0.088066,-0.00057338,0.10804,-0.042406,0.10256,-0.25199,0.061313,0.036066,0.16147,-0.17683,0.025447,-0.097369,0.085289,-0.049404
"Bin.7.02",-0.033888,0.018354,-0.0076501,-0.02534,-0.020498,0.038126,-0.062142,-0.063891,0.0064739,0.096749,-0.035056,-0.0031709,-0.03666,0.066293,0.00034141,0.00027437,-0.022118,-0.087065,0.031484,-0.052606,-0.022079,0.044307,-0.017769,0.043877,0.11298,-0.045858,0.049023,-0.097903,0.059078,-0.026226,0.010159,-0.0025708,0.018032,0.11379,-0.10747,0.053826,0.024751,0.12371,0.011287,0.0055051,-0.0042354,-0.045957,-0.042242,-0.0044901,-0.1161,-0.065847,0.048946,0.030089,-0.18804,0.074577
"Bin.6.98",-0.044721,-0.0037268,0.020473,-0.0050263,0.0049811,0.050453,-0.019746,0.032632,-0.060685,0.072097,-0.094607,-0.089731,-0.094506,-0.015624,-0.0033902,-0.053277,-0.062476,0.046983,0.053037,-0.033828,-0.09483,0.085664,-0.011883,0.08447,-0.051053,0.067165,-0.098811,0.031205,-0.041636,0.11004,-0.016502,-0.035505,0.09522,0.049275,-0.086518,-0.026854,-0.096801,-0.10542,0.035112,-0.024126,0.029938,0.00068789,-0.060938,-0.019914,-0.20888,-0.04055,-0.095305,-0.049336,0.13548,0.023145
"Bin.6.94",-0.15363,0.0049873,0.12407,0.0069633,0.08654,0.061787,0.022875,0.011548,-0.077332,-0.015831,-0.10733,-0.0060162,-0.012392,-0.045267,0.04572,0.0064761,-0.014642,-3.1878e-05,0.051951,-0.015427,-0.011025,0.058641,-0.018113,0.049413,-0.0019128,0.095732,-0.058816,0.035815,-0.026683,0.031763,-0.030047,0.020509,0.0756,-0.038914,-0.022187,-0.011593,-0.027039,-0.058372,-0.012183,0.0041205,0.076947,-0.0014104,-0.0041438,0.056375,-0.07733,0.052159,-0.087301,-0.0062538,0.024751,-0.020612
"Bin.6.90",-0.048399,0.0097426,0.029181,-0.002595,-0.0022592,0.018439,-0.0043141,-0.0041459,-0.013538,0.043973,-0.022577,-0.015276,0.037551,0.022658,0.035171,-0.036507,-0.092995,0.044149,-0.010607,-0.0059626,-0.067721,0.074463,-0.089065,0.06757,-0.031356,0.059001,0.046303,0.028738,-0.043833,0.01483,-0.017241,0.088815,0.07825,0.077599,0.021484,0.12393,-0.0024408,-0.0083495,0.023703,-0.0051463,-0.06093,0.10247,0.020338,-0.0081399,0.0076153,0.012192,-0.090165,-0.19957,0.034718,0.0058749
"Bin.6.86",-0.052416,0.0076701,0.045257,-0.005947,0.013581,-0.04923,0.015833,0.010377,-0.035847,0.0594,0.0027194,-0.0056926,-0.0082503,0.1006,0.034142,-0.052196,-0.04378,0.039927,-0.0063594,0.030913,-0.038369,0.053954,-0.091402,0.10801,-0.016865,0.035007,0.011335,0.037954,-0.09133,-0.00087541,-0.029426,0.031854,0.047343,0.0772,-0.0068869,0.052782,0.14144,-0.013906,0.068173,-0.026126,-0.077939,0.10715,0.045357,-0.068621,-0.071873,-0.066644,-0.043184,-0.1743,0.088049,-0.064683
"Bin.6.82",-0.033668,0.018375,-0.034081,-0.029393,-0.034474,-0.053612,-0.04436,0.0090143,-0.00079659,0.072653,-0.019236,-0.068877,0.0036549,0.1031,0.030365,-0.005583,-0.030754,-0.010872,-0.015522,0.0041198,-0.10258,0.058197,-0.056444,0.020232,-0.052243,0.0009057,0.02161,0.061772,0.064016,0.069716,0.10235,0.031167,0.020164,0.088683,-0.027951,0.077806,0.07937,-0.091233,0.10785,-0.060216,0.031576,-0.070122,0.023247,-0.15595,-0.24388,0.093555,-0.049584,-0.12226,0.095327,-0.088916
