"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50"
"Bin.6.78",-0.15795,0.011099,0.12746,-0.01843,0.088146,0.040556,0.015742,0.014967,-0.051272,-0.0088448,-0.060501,0.0023848,0.02731,0.03905,0.052493,0.028021,0.0016018,-0.044668,0.0044746,0.012658,0.040925,-0.019171,0.0029358,0.042791,0.014295,0.060512,0.00093455,-0.00023244,-0.022429,0.022096,0.017007,0.050934,0.01281,-0.064252,-0.01274,0.02069,0.010195,-0.03391,-0.037252,0.00015691,0.11403,-0.0072775,-0.011545,0.048807,-0.014731,0.064764,0.0014257,0.007639,-0.0063315,0.063365
"Bin.6.74",-0.16067,0.014035,0.12094,-0.025874,0.080837,0.031659,0.0098971,0.0037801,-0.048848,0.0074335,-0.075627,0.0033049,0.012877,0.049957,0.045205,0.021115,0.022484,-0.058581,0.0053491,0.031431,0.036588,-0.0099212,0.010465,0.059985,0.03004,0.051616,0.013353,-0.028124,-0.0098176,0.008536,-0.014641,0.05616,-0.036615,-0.060861,-0.042634,0.043998,0.020446,0.026544,-0.021424,0.0014523,0.11832,-0.034649,-0.080309,0.064299,-0.016676,0.02719,0.015403,-0.0016182,0.027395,-0.00087305
"Bin.6.70",-0.1605,0.0079926,0.1271,-0.024696,0.069783,0.032511,0.024841,-0.003739,-0.013939,0.0057111,-0.081083,0.011962,0.025795,0.030206,0.061446,-0.0071605,0.011578,-0.080435,0.026797,-0.011512,0.041018,-0.0016337,0.009002,0.061059,0.017481,0.046898,0.0091896,-0.036113,-0.012206,0.011957,0.0070818,0.028805,-0.053912,-0.030786,-0.06791,0.03821,0.023009,0.0009375,0.038161,-0.0080147,0.11493,-0.012011,-0.069996,0.065383,0.010496,-0.0025638,-0.028494,-0.10029,0.01796,0.07556
"Bin.6.66",-0.16175,-0.025108,0.13584,-0.021497,0.065502,0.024412,0.025836,0.0087076,-0.010324,-0.0039089,-0.055946,0.0032682,0.035648,0.0079186,0.053277,0.009183,0.02315,-0.036103,0.024021,-0.047618,0.026466,-0.0049247,-0.01238,0.054616,-0.0019438,0.053209,-0.012688,-0.031499,0.017861,0.005302,0.009656,0.010459,0.016359,0.012148,-0.056306,0.06472,-0.011429,-0.035712,0.031354,0.011129,0.078789,0.026673,-0.063529,-0.020955,0.012735,-0.067995,-0.011566,-0.096401,0.046242,-0.022523
"Bin.6.62",-0.15815,-0.12922,0.12232,-0.087977,-0.049908,-0.022831,0.053819,0.0052148,0.034245,0.034473,0.018835,-0.081701,0.052961,-0.04742,0.014447,0.026278,0.06865,0.044739,0.10268,-0.11711,0.0072419,-0.035156,-0.15285,0.020211,-0.050459,-0.098328,-0.048182,-0.095951,0.028462,0.0036587,-0.028868,0.0057119,-0.0063297,0.070302,0.078923,-0.041485,-0.043097,0.076484,-0.017036,-0.012326,0.018924,-0.033409,0.04937,-0.12164,-0.04063,-0.051265,0.024017,0.018606,0.032388,0.020701
"Bin.6.58",-0.15536,-0.13638,0.12659,-0.09303,-0.060845,-0.015035,0.07267,-0.0049774,0.020386,0.041316,0.013366,-0.098599,0.041563,-0.06417,0.010972,0.022582,0.069987,0.029693,0.10013,-0.12126,0.028752,-0.024307,-0.1595,0.026735,-0.046804,-0.14038,-0.051107,-0.074804,0.023019,0.0019066,-0.040783,-0.029995,0.040879,0.10022,0.073546,-0.078269,-0.053756,0.091991,-0.01265,0.024041,-0.032877,-0.096306,0.058706,-0.11178,-0.03459,0.025004,0.002041,0.034505,0.05132,0.16469
"Bin.6.54",-0.15356,-0.15702,0.11685,-0.10435,-0.091712,-0.014234,0.045826,-0.03908,-0.00066091,0.012838,-0.036087,-0.061343,0.0079856,-0.069593,0.025223,0.034032,0.029407,0.048761,0.088771,-0.085936,-0.016856,-0.037083,-0.080969,0.017401,0.0036272,-0.082012,-0.067511,-0.025493,-0.033343,0.0022564,-0.040758,-0.00032116,-0.029335,0.063381,0.097603,-0.037646,-0.11372,0.10742,0.011029,-0.036051,0.034682,-0.07765,0.033921,-0.065678,0.035692,0.021082,0.054324,0.071959,0.12347,-0.058546
"Bin.6.50",-0.0035765,-0.23547,0.016116,-0.10623,-0.23906,-0.10545,-0.078832,-0.070892,0.03752,0.012379,-0.025832,0.051628,-0.030575,0.022405,0.016203,0.011927,-0.040224,0.032028,-0.079173,0.039745,-0.062809,-0.057599,0.047394,9.8759e-05,0.023196,0.044114,0.024661,0.039086,0.036556,0.026399,-0.0087324,-0.0043534,-0.028153,-0.02601,0.0478,0.031646,0.021215,0.0048285,-0.051852,-0.02102,0.041791,-0.0088862,0.0015988,-0.034521,0.052634,-0.0060627,0.062038,-0.037613,-0.00047799,0.034764
"Bin.6.46",-0.0039098,-0.23179,0.0024739,-0.14063,-0.25173,-0.10203,-0.080795,-0.052065,0.0050736,-0.0087651,-0.031828,0.068559,-0.026757,0.015681,0.014384,-0.029232,-0.050534,-0.015978,-0.062388,0.050781,-0.052529,-0.045389,0.051813,0.0089718,0.045503,0.044293,0.046714,0.074687,0.030863,0.012341,-0.002036,0.013727,-0.018896,-0.038871,0.019317,0.020129,0.016267,-0.014615,-0.054802,0.018779,0.032117,0.0068,-0.018315,-0.033427,0.0073904,0.04273,-0.0059471,-0.0073804,-0.055368,-0.026038
"Bin.6.42",-0.13786,-0.20458,0.13517,-0.1095,-0.13274,-0.041678,-0.036522,-0.050814,-0.025503,-0.07465,-0.093641,0.076291,0.010083,-0.0084441,0.064372,-0.00069075,-0.064137,-0.0096272,-0.044989,0.028839,0.00325,0.012167,0.05603,0.059018,0.01462,0.069396,0.018971,0.027513,0.0070289,0.023323,0.022035,0.0024885,-0.011618,-0.103,-0.029914,-0.011979,-0.0017493,-0.00015842,-0.05472,-0.03555,0.01672,0.064977,0.024283,0.031757,0.051096,-0.015745,-0.02897,0.062105,0.069499,0.083525
"Bin.6.38",0.00078555,-0.23966,0.029559,-0.11154,-0.24737,-0.10771,-0.060007,-0.072383,0.033315,-0.010599,-0.027007,0.048677,-0.013715,0.033563,0.0056038,0.0017721,-0.056379,0.006229,-0.063499,0.066699,-0.049927,-0.021775,0.043784,-0.0028493,0.020311,0.020917,0.029094,0.048336,0.04273,0.043039,0.0035769,-0.029828,-0.0069298,-0.042524,-0.0069237,-0.0067808,0.044878,0.011366,-0.022577,0.0063878,-0.032515,0.011256,0.055043,0.014429,-0.022978,0.052758,-0.043286,0.051021,-0.082932,-0.06609
"Bin.6.34",-0.13844,-0.20322,0.13794,-0.1171,-0.14068,-0.036442,-0.010186,-0.072526,-0.032666,-0.062573,-0.097488,0.051385,0.006571,-0.0032537,0.040667,0.0098398,-0.053093,-0.018463,-0.038244,0.065498,0.031358,0.0060921,0.080457,-0.0022889,0.052914,0.033129,-0.031339,0.056502,-0.016878,-0.0015671,0.022765,0.0089739,-0.0018976,-0.075842,-0.036606,0.001231,-0.017599,-0.0057921,0.045683,0.02936,0.0053211,0.026912,-0.015112,0.067596,0.0064291,0.032537,-0.034595,-0.038298,-0.078203,0.006697
"Bin.6.30",-0.00012391,-0.23382,0.026582,-0.10729,-0.24007,-0.10212,-0.029964,-0.051647,0.012705,-0.033236,-0.0032803,0.042961,-0.02745,0.031036,0.0069478,-0.030634,-0.080659,0.010016,-0.052011,0.065257,0.0052119,0.022623,0.077581,-0.024409,0.03854,-0.0089045,-0.012771,0.032659,0.050799,-0.0010368,0.033286,-0.022816,0.050117,-0.027842,-0.053549,-0.011966,-0.013237,-0.0055707,0.074446,-0.024342,-0.046076,-0.0017848,-0.022777,0.052057,-0.077573,-0.06117,-0.010844,0.010999,-0.0026868,-0.072099
"Bin.4.38",0.018572,-0.013483,0.0047376,0.044491,-0.027709,0.048385,0.021706,-0.0090876,0.049351,-0.017012,0.024616,0.091192,-0.0039206,0.034241,-0.017425,0.11781,0.029718,0.02252,-0.060788,0.093618,-0.077415,0.043686,-0.03943,-0.072616,-0.18564,0.09118,-0.14635,0.14883,-0.033169,0.001545,0.091927,0.14227,-0.035401,0.040708,-0.1819,0.083239,0.0099458,-0.007675,-0.17086,0.12234,-0.032927,-0.026858,0.083661,0.058104,-0.068124,0.025549,-0.057758,0.083487,0.033953,0.085355
"Bin.4.34",0.010128,0.018582,-0.056968,-0.044093,-0.045956,0.10444,-0.03032,0.0068423,-0.029936,0.02291,0.01807,0.091547,-0.0085151,-0.047655,0.00058665,-0.011162,0.043664,0.010453,-0.093315,0.045039,0.044513,-0.085311,-0.084781,-0.010786,-0.16966,0.086719,-0.079807,0.041239,-0.014448,0.022133,0.17803,0.052098,-0.17527,-0.0071182,-0.02118,-0.073939,0.099197,0.12355,-0.096253,0.11575,-0.013896,-0.095774,-0.044831,0.049566,0.044515,-0.070717,0.023657,-0.0045903,0.040304,0.035596
"Bin.4.30",-0.0033041,0.016709,-0.063286,-0.080705,-0.015469,0.048775,-0.015296,0.05546,-0.054726,-0.027607,0.0030217,0.097843,0.007603,-0.02606,-0.014734,-0.099009,0.014573,-0.029784,0.0071274,-0.041607,0.014894,-0.037075,-0.081506,0.021203,-0.039115,0.098594,-0.080412,0.015948,0.13761,-0.082667,0.047472,0.0026973,-0.0079767,0.013473,-0.051898,-0.048046,0.05615,-0.02824,0.041239,0.052966,3.0604e-05,-0.054137,0.016891,-0.026854,-0.017345,0.020597,-0.059943,0.040325,-0.019952,0.009273
"Bin.4.26",-0.017709,0.026664,-0.054764,-0.04972,-0.011531,0.046412,-0.024675,-0.008414,-0.043281,0.0070392,-0.025631,0.072016,0.0083118,-0.027458,0.0011913,-0.031174,0.0024653,-0.024478,-0.044568,-0.034823,0.017057,-0.0041934,-0.0012335,-0.0099664,-0.043677,0.08332,-0.095183,0.028695,0.15587,-0.093514,0.048463,-0.0013683,0.035081,-0.002945,-0.048381,-0.057114,0.10945,-0.029927,0.057724,0.031421,0.1057,-0.081052,0.10057,-0.014764,-0.042194,-0.0016927,-0.028081,0.039566,-0.041621,-0.026004
"Bin.4.22",0.0010658,0.019859,-0.046925,-0.03133,-0.040396,0.074561,-0.043852,-0.027368,-0.033359,0.081037,-0.012178,0.0072756,0.02382,0.038064,-0.0069442,-0.0076984,-0.012358,-0.016962,-0.097373,-0.0064487,0.0482,-0.087148,0.014875,-0.052605,-0.032154,0.077776,-0.10348,-0.003656,0.082318,-0.07994,0.10096,0.013509,-0.019866,0.032841,-0.0074101,-0.028916,0.0048863,0.0059572,0.078349,0.012623,0.051969,0.063256,0.0197,-0.045632,-0.0064877,0.079313,0.021605,-0.0070449,0.040773,-0.057584
"Bin.4.18",-0.0051365,0.0091876,-0.029806,-0.02426,0.02043,0.0063009,-0.0030467,-0.035943,-0.10008,0.012046,-0.027576,0.021346,-0.021098,-0.012579,-0.077776,-0.0012395,0.0010128,-0.015376,-0.073249,0.034623,0.0056393,-0.077453,-0.00099774,-0.031364,0.0012377,0.065099,-0.040847,-0.0024925,0.039756,-0.053389,0.098063,0.023777,-0.057975,0.0747,0.049325,-0.14098,-0.0049898,-0.026069,0.038857,0.057943,-0.020649,0.028563,0.011352,-0.010766,0.038673,-0.034235,0.015169,0.030746,0.028564,-0.045711
"Bin.4.14",-0.0024124,0.015364,-0.04811,-0.054454,-0.011751,0.022813,0.020362,0.0030254,-0.047099,-0.034528,-0.064959,0.069721,-0.0013373,-0.079099,-0.0077888,-0.040712,0.0055949,-0.0035142,-0.013113,-0.025339,0.036133,-0.040295,0.019212,-0.014802,-0.043229,0.017426,-0.02067,0.019876,0.0085123,-0.026801,0.034817,-0.066282,-0.0077609,0.051251,-0.019154,-0.081011,0.071575,-0.10394,0.071951,-0.03069,-0.018934,-0.023186,0.030618,0.027992,0.034507,-0.048896,-0.054661,0.0053256,-0.011739,-0.092423
"Bin.4.10",0.013056,0.010035,-0.062699,-0.082422,-0.028672,0.029145,0.009471,0.06914,-0.021458,-0.036425,-0.019833,0.098549,0.012035,-0.046014,-0.009487,-0.095812,0.040451,-0.0065732,0.038856,-0.039316,0.044742,-0.058034,-0.093774,0.05846,-0.074569,0.042276,-0.024521,0.0036833,0.02224,-0.024775,-0.0099977,-0.00039461,0.06003,-0.0086447,-0.020283,-0.075652,0.041832,-0.040716,0.098955,-0.070592,-0.036716,0.0067858,0.073669,-0.0049691,-0.054979,0.06778,0.019104,0.049049,-0.072581,0.011823
"Bin.4.06",0.0069602,-0.026919,0.02552,-0.019421,0.011857,-0.017318,0.019628,0.061062,0.048665,-0.009022,0.055982,0.024075,0.048012,0.075152,0.047386,-0.031753,0.045493,-0.11155,-0.0042588,-0.021994,0.082306,-0.041955,-0.012726,-0.05376,-0.0004817,0.012395,-0.0035322,-0.033737,-0.014182,-0.052144,0.032542,-0.02895,-0.058505,0.039959,-0.021005,0.010272,-0.014787,0.091664,-0.024911,0.038959,0.0018457,0.033515,-0.044194,-0.04286,-0.029421,-0.043956,-0.029513,0.018552,0.0071856,-0.0035259
"Bin.4.02",0.01195,-0.0095201,-0.031987,-0.045368,-0.019938,-0.011079,-0.016015,0.078623,0.024231,0.0051976,0.032987,0.046673,0.0076259,0.04399,-0.049242,-0.034689,0.031556,-0.013898,-0.052783,-0.013938,-0.049954,0.004577,-0.033602,0.079409,0.031251,-0.026611,0.077581,0.0060448,-0.0391,-0.008836,-0.11981,0.015402,0.050637,-0.016395,-0.037726,0.062466,-0.016613,-0.031687,0.1248,-0.012285,0.047329,0.10641,0.13033,0.043838,-0.029132,-0.010638,0.050803,-0.073808,0.029249,0.019105
"Bin.4.04",0.0083908,-0.026089,0.017271,-0.023532,0.0066847,-0.018472,0.015373,0.065587,0.049245,-0.0073647,0.053971,0.027123,0.045407,0.074989,0.034561,-0.032599,0.045468,-0.10015,-0.012441,-0.022985,0.064836,-0.031616,-0.014619,-0.037126,0.0081716,0.0024606,0.013476,-0.024806,-0.024013,-0.046108,0.0067776,-0.023724,-0.037706,0.032585,-0.025042,0.023955,-0.020252,0.074958,0.0067593,0.029736,0.018476,0.044053,-0.019116,-0.028355,-0.033361,-0.031372,-0.021847,0.0069733,0.011188,0.00015992
"Bin.3.98",0.011576,-0.037552,0.064375,0.027547,0.021324,0.040623,-0.076621,0.053795,-0.012454,-0.01341,0.1261,0.027258,-0.039226,0.0062979,-0.012818,-0.01908,-0.014441,0.06603,0.012485,-0.047132,-0.00053373,-0.0066297,-0.030089,-0.0078662,0.0017603,-0.0515,0.03679,0.01285,0.05768,0.0086533,0.0069625,-0.026126,0.0093248,-0.081675,-0.052796,-0.075684,0.048865,-0.060294,0.021885,0.036006,-0.033839,-0.026476,0.0055906,-0.086339,0.02057,-0.055616,0.015251,-0.076274,0.014244,0.011636
"Bin.3.94",0.0097059,-0.0073008,-0.0012354,0.023773,-0.0033157,0.0062848,-0.0039784,-0.0078491,-0.014324,0.039617,-0.040696,-0.014359,-0.13816,0.012914,-0.078032,0.073878,-0.020214,0.0046329,0.013262,0.0005606,-0.021755,0.04093,0.036249,0.06724,0.036537,0.084965,-0.11048,-0.080553,0.033125,-0.031562,-0.043644,0.0074687,0.17225,0.019117,-0.06249,-0.041265,0.025824,0.024814,-0.088985,-0.083609,-0.075436,-0.058533,-0.07446,-0.080135,0.025529,-0.11148,0.014688,-0.0045511,0.16838,0.023357
"Bin.3.90",0.0075119,0.024591,-0.039466,0.00022199,-0.024696,0.042672,-0.039604,-0.01832,-0.05819,0.029329,-0.069247,-0.039097,-0.035962,-0.073426,-0.024593,0.032747,-0.013669,0.060027,-0.031983,0.025254,-0.013772,0.016527,0.058353,-0.0085291,-0.031722,0.049547,-0.061163,-0.069161,0.052905,-0.028299,-0.043568,-0.069507,0.095952,0.0076223,0.0056902,0.021952,0.0092347,-0.048317,-0.0070761,0.032751,-0.015017,0.071543,-0.003042,-0.024874,-0.012881,-0.0027604,0.12601,-0.019555,0.02114,-0.016997
"Bin.3.86",0.009889,0.025038,-0.030561,-0.014106,-0.033364,0.038247,-0.0084327,-0.020621,-0.036347,0.038055,-0.057031,-0.02625,-0.0043374,-0.081089,-0.020341,0.01915,-0.042694,0.035965,-0.07068,0.021619,-0.00013029,-0.03579,0.034257,0.027477,-0.049914,0.041004,-0.031681,-0.044018,0.016502,-0.039353,-0.035757,-0.047264,0.075041,-0.011354,-0.038046,0.030459,0.026448,-0.032531,-0.017273,-0.016032,-0.022877,0.10337,0.035281,-0.042773,0.11111,-0.043455,0.082555,-0.030266,-0.059535,0.039907
"Bin.3.82",0.013229,0.00933,-0.012621,-0.0078159,-0.039639,0.086978,-0.015019,-0.0074109,-0.034974,0.044212,-0.054832,-0.034635,0.011893,-0.074043,0.0082009,0.0010344,-0.042142,0.029566,-0.054549,0.014515,0.043932,-0.055811,0.024398,-0.0035787,-0.026424,0.028639,0.0066371,-0.054263,-0.012122,-0.063402,-0.039459,-0.019617,0.022754,-0.0026018,-0.013238,0.014336,-0.067814,-0.04921,0.040563,-0.066294,-0.014814,0.17909,0.070753,0.016528,0.06908,0.052528,0.060137,0.058775,-0.054937,0.0096876
"Bin.3.78",0.0079076,0.0087237,-0.024596,-0.012136,-0.020016,0.013389,0.020745,0.011974,-0.061503,0.018214,-0.045112,-0.016112,0.048129,-0.039833,-0.025706,0.027319,0.023217,0.058119,-0.044245,0.08324,0.029234,-0.024077,0.1037,0.088883,-0.028453,0.02089,0.014102,-0.030103,0.036869,-0.060404,-0.037957,-0.10663,-0.0088775,-0.02624,0.035966,-0.065012,0.0093932,-0.077999,-0.058815,0.032389,-0.04542,0.06653,0.030009,-0.1223,0.01656,-0.0062556,-0.063793,-0.066792,-0.060763,-0.069001
"Bin.3.74",-0.0015202,0.031145,-0.041939,-0.016578,-0.0087379,0.006625,0.018957,-0.052933,-0.045777,0.013337,-0.079915,0.014214,0.010723,-0.11644,-0.049825,0.014649,-0.025846,0.056837,0.026531,0.0060926,0.01603,-0.016514,0.09979,0.074358,-0.031486,-0.08289,-0.010103,-0.020974,0.0082904,-0.017826,-0.0051131,-0.074199,-0.034177,-0.12178,0.0052694,-0.01612,0.026154,-0.060301,-0.12525,-0.1196,-0.07706,0.046162,0.084343,0.0084111,-0.030444,0.03473,0.011853,-0.077708,-0.025338,-0.032092
"Bin.3.70",0.0052588,0.021594,-0.03135,-0.019924,-0.017659,0.055651,-0.02131,-0.083899,-0.067911,0.0078256,-0.072981,-0.018941,-0.0074779,-0.071948,-0.050897,-0.0082521,0.00243,-0.004528,-0.021969,0.0046576,0.032309,-0.0044027,0.044267,0.030955,-0.013061,-0.023142,0.030405,-0.04304,-0.099593,-0.021193,-0.039984,-0.089017,-0.056346,0.022718,0.051681,0.027104,0.013623,-0.078265,0.070567,-0.036734,-0.039591,0.060678,0.11858,0.013123,0.048533,-0.017803,0.14808,0.012082,0.098102,0.061351
"Bin.3.66",-0.00037809,-0.0024383,-0.01466,-0.019009,-0.0058009,0.00675,-0.019063,-0.033003,-0.056016,0.047976,-0.020687,0.01022,-0.021935,0.050669,-0.055629,-0.0083184,0.048044,-0.047515,-0.020011,0.027153,0.049429,-0.045459,0.012249,0.025698,0.018494,-0.020944,-0.03989,-0.14878,-0.039636,-0.0068428,-0.012791,-0.15381,-0.09995,0.10103,-0.036613,-0.023036,0.058306,-0.085089,0.044302,0.025489,-0.025974,-0.0047336,-0.020309,-0.024956,0.060322,-0.011056,0.15251,-0.0061953,-0.031706,0.0087472
"Bin.3.62",-0.00090573,-3.178e-05,-0.014783,-0.019145,-0.034695,0.041798,-0.049393,-0.02424,-0.072574,0.053888,-0.03305,-0.023462,-0.052847,0.026135,-0.047287,-0.0057119,0.015764,0.0068908,0.021729,0.018276,-0.0007835,0.0057725,0.035502,0.017222,0.0083117,0.030556,-0.046107,-0.12187,-0.0070212,-0.034189,-0.047791,-0.22629,-0.092342,0.11378,-0.038851,0.063445,0.071104,-0.0030342,0.077244,0.049047,0.031481,-0.037116,0.018561,-0.039668,0.065382,0.083214,0.18861,0.028855,-0.014735,0.028037
"Bin.3.58",0.01141,-0.0064899,0.012856,0.015482,-0.039198,0.021662,0.016931,0.036567,0.0078231,0.034349,0.0024135,0.029265,-0.066266,0.015768,0.017405,0.045833,-0.06303,0.07086,0.004883,-6.7495e-05,-0.019523,-0.035555,0.079923,0.093089,-0.13384,0.080727,0.069404,-0.04964,0.0047068,-0.048008,-0.019814,0.038433,0.01573,0.11143,-0.01247,0.20183,0.1131,0.15732,-0.030247,0.036207,-0.087644,-0.11649,0.010182,-0.13318,0.0038722,0.046977,-0.073469,-0.050486,-0.094805,0.037119
"Bin.3.54",0.0023986,0.027389,-0.024247,0.0013778,-0.041269,0.06602,-0.013476,-0.069471,-0.074731,0.021632,-0.071892,-0.027566,-0.043149,-0.094196,-0.0055886,0.020368,0.0028373,0.091641,0.014925,-0.028441,0.012646,-0.048283,0.081495,0.0414,-0.033323,-0.043505,0.036669,-0.042821,-0.022439,-0.069824,0.046207,-0.027485,-0.041469,0.056947,-0.1,0.057629,0.15948,0.094821,0.066836,0.01296,0.044312,-0.071149,0.038132,-0.016813,0.0020601,-0.096357,0.00075321,0.11214,-0.028094,0.019232
"Bin.3.50",0.01015,0.041787,-0.02577,0.0027318,-0.022878,0.049511,-0.013997,-0.069093,-0.096554,0.00016353,-0.087366,-0.0091843,-0.053677,-0.1264,-0.015155,0.029275,-0.013412,0.08753,-0.0079609,-0.012076,-0.047867,-0.042163,0.072626,0.079364,0.0010391,-0.053717,0.020092,0.014901,0.038522,-0.01402,0.010573,0.031061,0.094972,-0.10844,-0.12817,0.010179,0.073613,0.038306,-0.028856,0.002821,0.028918,0.0066112,-0.0030264,-0.038668,0.088652,-0.059541,-0.018231,0.060821,-0.023503,0.055437
"Bin.3.46",0.014249,0.034079,-0.022819,0.010678,-0.0095587,0.017275,0.022363,-0.072217,-0.11474,-0.018079,-0.094278,0.040884,-0.021071,-0.13478,-0.0065396,0.00434,-0.044587,0.090812,-0.019262,-0.0097237,-0.058047,-0.033004,0.068667,0.077047,0.028,-0.012675,0.041809,0.027418,0.024796,0.030377,0.00062463,0.053472,0.10226,0.05834,-0.064271,-0.019475,0.023188,-0.031671,-0.07214,0.0048766,0.068135,0.077656,-0.13793,-0.007616,0.061278,-0.037305,-0.00095267,-0.10973,-0.08085,0.064143
"Bin.3.42",0.014206,0.032314,-0.025157,0.030846,0.016162,-0.030465,0.064252,-0.068935,-0.10587,-0.06561,-0.085152,0.049422,-0.0113,-0.10565,-0.0066459,0.040283,-0.05631,0.10764,-0.0019991,0.031085,-0.077129,-0.0068058,0.053697,0.07763,0.11428,-0.075668,0.045909,-0.012674,0.058871,0.104,-0.011839,0.10316,0.051809,0.051644,-0.074514,0.061683,0.055812,0.016802,-0.11524,0.071279,0.21281,-0.10633,-0.11531,-0.028091,0.058035,0.046731,0.1736,0.039688,-0.091656,0.049299
